epoch,accuracy,loss,val_accuracy,val_loss
63,0.94907844,0.15576606480228533,0.814308226108551,0.9863499720203305
64,0.9503589,0.15224957256070287,0.7966834306716919,1.054737333098398
65,0.9522326,0.1464390606466215,0.8133992552757263,0.9936078792822729
66,0.9524987,0.14507184207213092,0.800075352191925,1.0692095656870348
67,0.9546218,0.13938216075489918,0.8054625391960144,1.035823299940718
68,0.9557471,0.13638692081775106,0.7976810932159424,1.1011380233690016
69,0.95621276,0.13380798708905933,0.8073691725730896,1.0551294567082488
70,0.9574157,0.13084276297267458,0.7872835993766785,1.1604400594896174
71,0.9577594,0.12933508760595425,0.7995433211326599,1.0976263907673136
72,0.9591452,0.12399574696193756,0.805351734161377,1.0912881881704903
73,0.9594889,0.12286420572179353,0.7992551326751709,1.1129762967064625
74,0.96001554,0.12093144344702479,0.8114039897918701,1.053041903291626
75,0.9615344,0.11662785040264272,0.8277651071548462,1.0076272208189514
76,0.9620278,0.11651803103092244,0.8031126260757446,1.127568225796164
77,0.96304774,0.11180840876808273,0.7978805899620056,1.1536795024736304
78,0.9632639,0.11056650521560424,0.8237524032592773,1.023052764096944
79,0.96464425,0.10834841440447546,0.8055734038352966,1.0902708818014109
80,0.9645722,0.10851959623126904,0.8140643239021301,1.0557335134853554
81,0.9655201,0.10425732693689625,0.8065267205238342,1.104765991350943
82,0.9664791,0.10189343290474472,0.785798192024231,1.2272350521007516
83,0.96682835,0.10074755646350966,0.7967721223831177,1.1788018099958875
84,0.9676654,0.09868355424181398,0.7951537370681763,1.186380249462842
85,0.9675046,0.09862814237483127,0.8079012036323547,1.1324923061897973
86,0.9684138,0.09594759403483831,0.8224222660064697,1.048412275501442
87,0.96911776,0.09370537429156703,0.8050413727760315,1.1559506749589878
88,0.96943927,0.09262677037381618,0.808788001537323,1.1224980808608345
89,0.97012115,0.09091696286573851,0.8018046021461487,1.1846745178930316
90,0.9710358,0.08786825856305983,0.8099629878997803,1.1551375382201383
91,0.9703041,0.08891020042583198,0.8016493916511536,1.1858348251538722
92,0.9712963,0.08605078146078045,0.7992772459983826,1.1826833585807786
93,0.9721611,0.08455191702594358,0.7957523465156555,1.2675338541102725
94,0.9722609,0.08318481109994039,0.8078346848487854,1.165778795868402
95,0.97244936,0.08249093078288716,0.8005409240722656,1.1972364911066975
96,0.97339725,0.08025559099026255,0.7987008690834045,1.2415415664004283
97,0.97369105,0.07871125038930979,0.7763761878013611,1.4006141783416417
98,0.97375757,0.07922837315284458,0.8152614831924438,1.1492371559433776
99,0.9751268,0.07601698247943944,0.8037111759185791,1.2248760227178463
