epoch,accuracy,loss,val_accuracy,val_loss
0,0.076520965,4.283870746839661,0.09663688391447067,4.293381070050487
1,0.19395216,3.353440345148114,0.23803400993347168,3.0421484091451716
2,0.32256436,2.6521922626557215,0.32651251554489136,2.6629116398394856
3,0.4262036,2.175388253890588,0.4352317750453949,2.133368742532836
4,0.5006846,1.8617936705871572,0.5416675806045532,1.7105939904997614
5,0.5546163,1.640546400873012,0.5281663537025452,1.748749257957573
6,0.5977605,1.4642685484015865,0.5622408986091614,1.587605361007467
7,0.63377035,1.3285335950310357,0.5954064726829529,1.5043822706775072
8,0.6624408,1.2173360962977962,0.6078435778617859,1.4112477107934644
9,0.6857618,1.1222928981327152,0.6531802415847778,1.2546861172303831
10,0.7053854,1.0489868771002626,0.6848382949829102,1.1528072497088164
11,0.7228194,0.9841261119984475,0.6891170144081116,1.1371059348773662
12,0.7387677,0.925528792964371,0.6822665929794312,1.1345508341820219
13,0.7525541,0.8739038479719198,0.6807147264480591,1.1456126710757384
14,0.7644946,0.8265698848289702,0.6812246441841125,1.1503681771114125
15,0.77394605,0.7850085444195168,0.6256456971168518,1.4381999926457454
16,0.7858699,0.7474067474638049,0.7112864851951599,1.0806482441632996
17,0.7932482,0.714418386439962,0.7155873775482178,1.0259785531727734
18,0.80257213,0.6828813910295979,0.7448954582214355,0.9441641585602287
19,0.8114083,0.6503527437468624,0.7527656555175781,0.9037934151015475
20,0.8185094,0.6232716507729162,0.7542953491210938,0.9216439966314303
21,0.8241747,0.6012262745668666,0.7640942931175232,0.8797163001149559
22,0.83152527,0.5732972527799911,0.7483982443809509,0.9157235346734358
23,0.8369578,0.5559337271403413,0.728911280632019,0.9817930258699687
24,0.8431553,0.5314687753689157,0.734032392501831,0.9974077389410303
25,0.8475956,0.514172107973339,0.7453832030296326,0.956038457364142
26,0.85336065,0.49339372523162234,0.7901434302330017,0.7904222059863538
27,0.85800606,0.4770908933252971,0.745693564414978,0.9958291796996582
28,0.8626237,0.4589486504659053,0.7496840953826904,0.9674076113452548
29,0.8654674,0.445690492524893,0.740661084651947,1.0316804222745901
30,0.8717592,0.4251527775860126,0.7596603631973267,0.929015645187833
31,0.8749411,0.4129080094612868,0.7678630948066711,0.9055005574952095
32,0.8787605,0.4008563744806722,0.7530316710472107,0.9726234463160971
33,0.88157654,0.38686036014640146,0.7740927338600159,0.9139074311226915
34,0.88682616,0.36983913891481046,0.7803444862365723,0.8805115108880386
35,0.8898916,0.36010400029745215,0.7983239889144897,0.8327057315644295
36,0.89246374,0.34822892263540356,0.7896556854248047,0.8616406927561848
37,0.89636075,0.33599204233534674,0.8096747994422913,0.810958831891215
38,0.89883864,0.3260901237141085,0.8106058835983276,0.79271138010513
39,0.90179884,0.31477566726235023,0.7776841521263123,0.932694766718449
40,0.9047313,0.3048850455511178,0.7542953491210938,1.0742182623008873
41,0.90877795,0.29193821750206866,0.7976589202880859,0.8811657221082557
42,0.9102026,0.28675990558842895,0.7923160195350647,0.9090425812138586
43,0.9125918,0.2774487701581182,0.7826944589614868,0.9479630469409037
44,0.9153801,0.2677138310819868,0.7978584170341492,0.9075602989633158
45,0.9185011,0.25852569391915187,0.8030461072921753,0.8734256969414863
46,0.92029715,0.25127719831098594,0.7788369655609131,1.044436281761307
47,0.92299676,0.24425381880881647,0.8118695616722107,0.8854708884091496
48,0.92459327,0.23655902319842417,0.7792803645133972,1.0414367532895015
49,0.9270989,0.22957021353627496,0.8039550185203552,0.9144118892995082
50,0.92896146,0.2228561668216054,0.7876383066177368,1.0001290721001308
51,0.9316278,0.2139742464324816,0.798235297203064,0.9712203078732239
52,0.9326478,0.20897369895755805,0.8180105090141296,0.9190891326540159
53,0.9339283,0.20359933350957277,0.7830491662025452,1.0695975715061623
54,0.9366169,0.19616984030167145,0.7817855477333069,1.0688595636609752
55,0.93857366,0.19186519445117983,0.7867293357849121,1.056635461636483
56,0.94076335,0.1864481918543202,0.8097190856933594,0.9649721801824073
57,0.94132876,0.18144816109603581,0.8001862168312073,0.9890295805419337
58,0.9423321,0.17765786745629514,0.8075908422470093,1.0021017777287344
59,0.94442195,0.17130211313102858,0.7936683893203735,1.063464538214659
60,0.94582444,0.16599388422378433,0.8163477778434753,0.9486682683584244
61,0.9466282,0.164192425421564,0.8135544657707214,0.9722428626184528
62,0.9485573,0.15901393003392328,0.7930254936218262,1.0646982930654656
